,QUERY,month,day of the month,DAYSAFTERDBSTART,hour,minute,QUERYID,TIMEID,ANONID,MINUTESAFTERMIDNIGHT
1154,1 2 step music video,may      ,9,69,12,57,43209,6442681,49081,777
1155,wentworth miller and sarah,april    ,22,52,11,26,49455,3333156,635149,686
1156,reed dollaz philly rap,march    ,24,23,12,20,55623,1058253,170110,740
1157,skate boards,april    ,26,56,9,44,59993,5820310,323495,584
1158,synyster gates photos,march    ,2,1,19,18,65919,3941612,9759,1158
1159,chevy chase and doritos,march    ,23,22,17,12,68778,6594768,176228,1032
1160,chevy chase and doritos,march    ,23,22,17,12,68778,6594768,176228,1032
1161,honda element crab comercial,april    ,9,39,9,5,68233,790567,108881,545
1162,commercial float like a butterfly,may      ,1,61,12,27,70106,865097,112836,747
1163,linkin park from the inside music video,april    ,11,41,23,32,75319,2510244,619677,1412
1164,2 click flare,march    ,10,9,2,37,75455,1400529,326069,157
1165,2 click flare,march    ,10,9,2,37,75455,5851756,326069,157
1166,big lips,march    ,8,7,8,36,78921,1865720,398928,516
1167,racing lawnmovers,may      ,23,83,13,37,78353,5372472,83052,817
1168,myspace comedy videos,may      ,15,75,12,39,79661,5295255,263589,759
1169,juggling video,march    ,19,18,22,55,85623,4491328,605050,1375
1170,juggling video,march    ,19,18,22,55,85623,4491328,605050,1375
1171,get all dunks on nba live 2006,march    ,8,7,19,53,84703,1288382,62437,1193
1172,club dancing video,april    ,15,45,23,17,83720,6374109,134185,1397
1173,whatch naruto here,april    ,7,37,22,12,86619,5897806,180135,1332
1174,whatch naruto here,april    ,7,37,22,12,86619,5897806,180135,1332
1175,jamm x kids,march    ,31,30,4,31,99344,2349374,125718,271
1176,stacy keebler nude,march    ,13,12,14,43,98431,4178814,280259,883
1177,stacy keebler nude,march    ,13,12,14,43,98431,4178814,280259,883
1178,x-men tv spots,april    ,13,43,20,28,104008,3318882,64908,1228
1179,sammie chase gay,may      ,4,64,21,57,118965,5405936,339500,1317
1180,chloroform videos,may      ,10,70,1,3,121577,1889338,73503,63
1181,buffie the body clap,april    ,16,46,11,29,127719,5039476,374561,689
1182,online videos on how to play bass,april    ,16,46,14,56,128339,6906931,272060,896
1183,mann gegen mann lyrics,may      ,8,68,9,41,131679,1742710,561330,581
1184,movies and hellraiser 9,march    ,27,26,9,32,131002,4441522,304287,572
1185,soul train line music,march    ,11,10,0,46,140495,3233260,168112,46
1186,pretty girls,april    ,2,32,5,48,142281,5410962,191478,348
1187,nude choi ji woo,april    ,20,50,9,56,154691,3287247,304764,596
1188,palex of degrassi,april    ,11,41,20,35,160087,4003757,426739,1235
1189,sweet dreams,march    ,17,16,8,17,165893,2250034,184677,497
1190,song lyrics for u can't shine like me,may      ,8,68,21,17,179673,6002037,402341,1277
1191,carnaval de veracruz video,march    ,7,6,6,54,183794,4192535,564018,414
1192,jillian barbarie,march    ,5,4,11,59,186778,3265373,364647,719
1193,popo zao kevin federline,may      ,1,61,14,51,193032,1487787,219012,891
1194,the real ozone's music video website,may      ,16,76,14,56,208745,3777670,172641,896
1195,simpson's movie,may      ,19,79,19,31,209168,3625868,476982,1171
1196,viral video,april    ,11,41,18,14,209466,6596033,94270,1094
1197,hey song music video,march    ,4,3,23,56,215733,3891352,641087,1436
1198,luba bikini,march    ,18,17,12,31,224061,2219705,492572,751
1199,kaci brown unbelievable music video,march    ,12,11,15,0,223554,6141625,274126,900
1200,jeffrey daniels soul train,april    ,21,51,22,44,234787,2869953,335306,1364
1201,jeffrey daniels soul train,april    ,21,51,22,44,234787,2869953,335306,1364
1202,anderson cooper spray on tan,april    ,20,50,12,47,238868,6695548,304579,767
1203,toto's africa,april    ,30,60,20,9,238936,4606405,112329,1209
1204,toto's africa,april    ,30,60,20,9,238936,1114776,635320,1209
1205,toto's africa,april    ,30,60,20,9,238936,359506,635320,1209
1206,toto's africa,april    ,30,60,20,9,238936,1200723,597312,1209
1207,cyndi lauper - time after time live,may      ,6,66,23,42,239937,2091018,474884,1422
1208,garvitation anime,may      ,10,70,18,5,240077,4478954,210736,1085
1209,garvitation anime,may      ,10,70,18,5,240077,4478954,210736,1085
1210,randy orton rko rey videos,may      ,11,71,8,20,241677,853362,480594,500
1211,randy orton rko rey videos,may      ,11,71,8,20,241677,853362,480594,500
1212,randy orton rko rey videos,may      ,11,71,8,20,241677,310271,480594,500
1213,randy orton rko rey videos,may      ,11,71,8,20,241677,2470652,480594,500
1214,tube,march    ,2,1,22,35,251486,6329377,246710,1355
1215,tube,march    ,2,1,22,35,251486,299502,476982,1355
1216,tube,march    ,2,1,22,35,251486,601468,477931,1355
1217,tube,march    ,2,1,22,35,251486,5803838,549136,1355
1218,tube,march    ,2,1,22,35,251486,4647575,549136,1355
1219,tube,march    ,2,1,22,35,251486,6460947,549136,1355
1220,tube,march    ,2,1,22,35,251486,886855,453810,1355
1221,tube,march    ,2,1,22,35,251486,886855,453810,1355
1222,stacy keibler schoolgirl photos,april    ,8,38,14,28,261130,1358939,203659,868
1223,hoopz,april    ,21,51,14,30,262757,5243757,470966,870
1224,ollie up,may      ,7,67,22,34,274317,863355,260941,1354
1225,putas,may      ,9,69,13,33,272306,4062377,564018,813
1226,jack black astronaut owen wilson,may      ,24,84,8,7,279416,6747703,324722,487
1227,randy orton rko rey videos clips,march    ,25,24,0,30,279214,2928135,480594,30
1228,666 rail,may      ,8,68,13,59,281130,6144080,258086,839
1229,mariposa traicionera,april    ,5,35,9,19,286850,4976409,160276,559
1230,kingdom of hearts2 pictures,may      ,6,66,23,25,290281,6371263,419574,1405
1231,naruto perfect art,may      ,6,66,19,46,288736,6378971,173404,1186
1232,zac efron and interview and high school musical,april    ,17,47,17,21,293554,2295928,339275,1041
1233,nate dogg interview,march    ,23,22,9,53,299918,5531910,155891,593
1234,black horse in a cherry tree,may      ,23,83,7,4,302412,4330069,494036,424
1235,dr heathen scum,march    ,23,22,0,24,301359,6267178,634606,24
1236,shit fucks,may      ,11,71,21,8,306229,6723284,85785,1268
1237,die mother fucker die war video,march    ,27,26,10,55,307557,2366792,173441,655
1238,panty pullers,april    ,15,45,16,10,310705,1997872,94089,970
1239,big boobys,march    ,22,21,20,16,307022,2397982,624432,1216
1240,lean wit it funny video,may      ,23,83,22,10,312081,6362930,509527,1330
1241,buenas nalgas,march    ,4,3,16,59,316245,5291791,54152,1019
1242,hybrid moments video,may      ,23,83,8,22,315767,46855,365160,502
1243,words for sanctuary from kingdom hearts 2,april    ,8,38,19,47,315928,2872853,405660,1187
1244,words for sanctuary from kingdom hearts 2,april    ,8,38,19,47,315928,2872853,405660,1187
1245,media download r. kelly trapped in the closet,may      ,25,85,7,10,320928,4693807,499760,430
1246,media download r. kelly trapped in the closet,may      ,25,85,7,10,320928,4693807,499760,430
1247,ufc fairfeild,may      ,10,70,20,48,334512,4563428,383071,1248
1248,hypnotic trance induction programs,april    ,27,57,13,55,349749,3737628,194520,835
1249,jet engine,april    ,9,39,12,29,351497,3731341,635770,749
1250,weard,may      ,30,90,11,52,351551,5828260,342288,712
1251,inuyasha music videos,may      ,22,82,13,43,347813,2768231,382117,823
1252,pink stupid girls video,march    ,14,13,18,34,350515,6478406,52163,1114
1253,culos,april    ,9,39,3,14,362106,2257230,71662,194
1254,taylor hicks video,may      ,9,69,21,9,374377,1702194,470549,1269
1255,taylor hicks video,may      ,9,69,21,9,374377,3152786,123361,1269
1256,taylor hicks video,may      ,9,69,21,9,374377,3152786,123361,1269
1257,anna svidersky,march    ,7,6,15,57,375116,4021902,651733,957
1258,anna svidersky,march    ,7,6,15,57,375116,5723851,333807,957
1259,funny arab videos,march    ,9,8,14,27,378360,3840029,382687,867
1260,scary movie flash videos,may      ,2,62,13,28,388463,2958474,557216,808
1261,shake that ass bitch funny clips,april    ,24,54,9,59,393349,4463064,446188,599
1262,awesome home videos,april    ,20,50,17,36,396757,2996600,397632,1056
1263,g strings,march    ,18,17,10,22,404330,6603800,518058,622
1264,randy orton rko video,april    ,9,39,18,24,406316,3046107,480594,1104
1265,randy orton rko video,april    ,9,39,18,24,406316,5716009,480594,1104
1266,does cyclops die in x-men 3,april    ,28,58,12,9,408748,4723948,209668,729
1267,paulrodgers,march    ,27,26,14,16,410045,4896470,232494,856
1268,boost mobile commercial,march    ,19,18,2,19,413683,42416,608815,139
1269,ex girlfriend video,april    ,11,41,6,17,422174,3464116,548416,377
1270,brokeback mountain back future,may      ,28,88,20,35,421422,5215988,584286,1235
1271,bbq spit pig roast,may      ,25,85,15,23,425492,1341227,201999,923
1272,cspan and colbert,april    ,4,34,1,27,439509,282803,209174,87
1273,remix at uva,may      ,15,75,15,17,456073,4304029,602557,917
1274,beeda weeda,april    ,2,32,17,52,472856,2944110,144480,1072
1275,rhody all stars,april    ,16,46,22,3,479608,4690880,271062,1323
1276,dwayne'wade kevin garnett commercial,april    ,7,37,1,45,483733,774507,141433,105
1277,gimme that lyrics by chris brown ft lil wayne,may      ,2,62,4,44,492375,4371482,618675,284
1278,gimme that lyrics by chris brown ft lil wayne,may      ,2,62,4,44,492375,4371482,618675,284
1279,i dont want to be your stupid girl pink,march    ,5,4,20,56,491989,711098,359453,1256
1280,simpson live action,march    ,27,26,10,3,503238,57364,92945,603
1281,is zac efron gay,may      ,18,78,21,56,508980,6418805,269033,1316
1282,chronicles of narnia rap,may      ,5,65,23,54,511957,5182768,490445,1434
1283,chronicles of narnia rap,may      ,5,65,23,54,511957,1539084,305423,1434
1284,cingular 8125 video,march    ,20,19,14,39,518100,524182,478200,879
1285,cingular 8125 video,march    ,20,19,14,39,518100,524182,478200,879
1286,cingular 8125 video,march    ,20,19,14,39,518100,524182,478200,879
1287,djjs1,april    ,21,51,21,4,518195,2844209,38000,1264
1288,super long tongues,april    ,28,58,1,48,524316,104844,402748,108
1289,kingdom hearts 2 passions,march    ,28,27,10,57,524598,2147529,230732,657
1290,ashley tisdales myspace,march    ,6,5,8,17,527998,5062882,613348,497
1291,animals humping videos,april    ,21,51,11,17,528246,1515490,5058,677
1292,simpsons real life theme song,may      ,16,76,21,19,532177,2226013,614286,1279
1293,howieandnorm,may      ,19,79,0,11,539615,1707156,394507,11
1294,star wars kid video,may      ,21,81,14,22,541420,4221357,426112,862
1295,boy cussing out lady,april    ,4,34,8,19,544358,4614792,284014,499
1296,a tribute to soulja slim,march    ,22,21,8,22,563948,6694321,573329,502
1297,who are you,may      ,16,76,0,11,569313,5513161,530820,11
1298,proto pm6 video,april    ,9,39,1,33,574443,5817841,443015,93
1299,narnia rap on snl,may      ,24,84,12,58,574314,1517021,248359,778
1300,titanic ii,may      ,16,76,14,40,573163,2906406,553412,880
1301,titanic ii,may      ,16,76,14,40,573163,1583089,604583,880
1302,how to throw a baseball,april    ,17,47,15,48,586676,552714,75054,948
1303,nubian ghetto ebony black women that fight,march    ,11,10,23,45,589149,718002,356254,1425
1304,booty,may      ,3,63,7,10,593407,653420,198689,430
1305,chris american idol,march    ,24,23,13,57,599133,6123347,628280,837
1306,rhcp,march    ,12,11,18,51,598231,5458864,536271,1131
1307,telehit uriel,march    ,25,24,19,46,615848,6150869,333130,1186
1308,scare tactics ratboy,may      ,27,87,2,12,620724,6522307,6074,132
1309,xiaolin showdown,may      ,5,65,10,46,625259,5483011,498891,646
1310,xiaolin showdown,may      ,5,65,10,46,625259,5483011,498891,646
1311,xiaolin showdown,may      ,5,65,10,46,625259,3611600,498891,646
1312,xiaolin showdown,may      ,5,65,10,46,625259,3611600,498891,646
1313,xiaolin showdown,may      ,5,65,10,46,625259,3611600,498891,646
1314,chuck norris fight clips,may      ,18,78,22,44,629858,1240543,469592,1364
1315,chuck norris fight clips,may      ,18,78,22,44,629858,1240543,469592,1364
1316,tony basil,march    ,11,10,13,32,638900,4146711,42660,812
1317,legend of zelda movie,may      ,30,90,23,8,637052,4334295,285062,1388
1318,gosei sentai dairanger,may      ,9,69,0,53,645246,1499385,22548,53
1319,chad michael murray shower scene,may      ,21,81,2,38,645255,6401659,405792,158
1320,thizz,march    ,30,29,13,22,647465,5771067,286883,802
1321,thizz,march    ,30,29,13,22,647465,4869426,286883,802
1322,thizz,march    ,30,29,13,22,647465,1111666,511992,802
1323,thizz,march    ,30,29,13,22,647465,3760481,511992,802
1324,playboytv,march    ,28,27,10,34,653789,5788298,518058,634
1325,colbert white house,march    ,8,7,0,5,661897,3675956,133436,5
1326,myspace mean girls clip,may      ,13,73,10,58,664780,2931063,232232,658
1327,drunken teens,march    ,19,18,22,15,667866,5187070,113507,1335
1328,vida guerrera,may      ,23,83,20,6,670205,4541617,222446,1206
1329,vida guerrera,may      ,23,83,20,6,670205,3059372,228606,1206
1330,zhang ziyi hair product,march    ,4,3,13,0,674668,5452944,623476,780
1331,thewho,march    ,12,11,21,51,687109,5747105,144835,1311
1332,listen to streamline by newton,april    ,27,57,15,55,705438,1912881,624716,955
1333,cartman goes on maury,march    ,25,24,13,47,708400,4108212,565804,827
1334,laura foy pics,april    ,27,57,12,34,721185,3390958,2818,754
1335,rc tank reenactment,march    ,19,18,22,3,740382,742251,135977,1323
1336,jumping stilts,april    ,8,38,17,38,742811,5584582,357335,1058
1337,you,april    ,3,33,11,1,741886,2333177,156785,661
1338,you,april    ,3,33,11,1,741886,2081450,372749,661
1339,you,april    ,3,33,11,1,741886,4832655,326302,661
1340,you,april    ,3,33,11,1,741886,3648835,446207,661
1341,you,april    ,3,33,11,1,741886,180718,114232,661
1342,you,april    ,3,33,11,1,741886,2410666,150878,661
1343,you,april    ,3,33,11,1,741886,2410666,150878,661
1344,you,april    ,3,33,11,1,741886,4688241,26868,661
1345,you,april    ,3,33,11,1,741886,4646028,263705,661
1346,asain,may      ,22,82,23,58,752041,2558520,238754,1438
1347,touch it remix,march    ,31,30,19,55,753380,637143,511586,1195
1348,50 cent and olivia friends,may      ,25,85,16,10,753684,6179050,578881,970
1349,system of a down question,may      ,1,61,10,38,757019,5381425,464811,638
1350,halo2 mods,march    ,30,29,0,4,765957,6626283,476982,4
1351,halo2 mods,march    ,30,29,0,4,765957,2688877,6533,4
1352,the man show dos and donts at a strip club,april    ,5,35,11,25,776371,755499,53322,685
1353,the man show dos and donts at a strip club,april    ,5,35,11,25,776371,755499,53322,685
1354,u-tube videos,april    ,17,47,15,42,785535,4713877,98128,942
1355,john and evangeline,march    ,13,12,1,51,787619,2357454,619372,111
1356,john and evangeline,march    ,13,12,1,51,787619,6809582,619372,111
1357,teaser emails,april    ,11,41,1,53,788507,3337078,4321,113
1358,illegal street racing,may      ,27,87,21,23,797908,2355669,269729,1283
1359,fruitopia ad what if,may      ,10,70,17,49,797637,3146180,98450,1069
1360,fruitopia ad what if,may      ,10,70,17,49,797637,6436796,98450,1069
1361,snl chronicles of narnia video,march    ,29,28,10,45,796936,2337289,626818,645
1362,funny samoans,march    ,14,13,18,47,807647,2283875,175107,1127
1363,adam foote family,april    ,15,45,8,52,810149,2420462,82245,532
1364,jeremy-lory,april    ,14,44,9,1,809484,4176668,81722,541
1365,jeremy-lory,april    ,14,44,9,1,809484,4176668,81722,541
1366,ozzy osbourne for pepsi,may      ,31,91,1,45,815961,6103829,176228,105
1367,ghost ride the whip,may      ,14,74,7,24,826582,4484487,270524,444
1368,pictures of tupac,may      ,23,83,16,5,832165,5035296,178431,965
1369,wicked tour trailer,march    ,31,30,13,58,842340,4544447,594445,838
1370,''phillip anselmo'',march    ,28,27,2,44,842475,1706655,632340,164
1371,canton biker boyz,may      ,22,82,13,14,849099,5236589,480951,794
1372,knee and kick my groin,march    ,22,21,0,28,848169,991216,609698,28
1373,x-men3 video game preview,march    ,1,0,13,5,852614,6518709,414237,785
1374,chappelle as tyrone biggums,march    ,3,2,17,41,857439,3736060,485011,1061
1375,hana yori dango drama episode 8,may      ,24,84,23,24,863897,6155703,60664,1404
1376,werewolf movie trailers,april    ,17,47,18,31,873893,3619991,248494,1111
1377,prison break myspace,april    ,18,48,12,37,881790,2202594,114580,757
1378,myspace video players,april    ,7,37,2,27,883043,6473310,498864,147
1379,power rangers music,march    ,30,29,14,1,894312,6739674,65269,841
1380,sportscenter top plays,april    ,29,59,21,23,896454,1139704,195041,1283
1381,corey crowder tabs,may      ,1,61,15,17,903689,993728,446161,917
1382,ronaldinho,may      ,22,82,2,19,905587,6649330,359693,139
1383,ronaldinho,may      ,22,82,2,19,905587,1381322,295193,139
1384,proto pm6 paintball movies,may      ,12,72,21,13,907027,2147548,443015,1273
1385,airbus a320 takeoff,may      ,21,81,23,31,916442,6389674,87123,1411
1386,airbus a320 takeoff,may      ,21,81,23,31,916442,6389674,87123,1411
1387,airbus a320 takeoff,may      ,21,81,23,31,916442,3531237,87123,1411
1388,chronicles of narnia,march    ,10,9,17,19,915316,2044380,30149,1039
1389,luniz i got 5 on it,april    ,4,34,18,21,924173,2723176,220689,1101
1390,cherokee ass,april    ,28,58,17,0,934864,2407171,203032,1020
1391,cherokee ass,april    ,28,58,17,0,934864,5489842,203032,1020
1392,next pimp,march    ,31,30,10,24,942952,2044795,295816,624
1393,hinata and naruto,march    ,5,4,23,31,957457,4567184,172414,1411
1394,tube you,march    ,15,14,3,23,958478,5381288,538131,203
1395,old soul train line,april    ,25,55,15,11,958604,2639462,164434,911
1396,old soul train line,april    ,25,55,15,11,958604,2639462,164434,911
1397,megadeth - trust,april    ,14,44,22,22,962828,5426766,469898,1342
1398,its all right with me,may      ,26,86,22,55,967543,1167640,86166,1375
1399,jay-z and linkin park's 2006 grammy performance,may      ,18,78,15,43,967423,397476,259965,943
1400,kingdom hearts 2 codebreaker codes,may      ,8,68,19,24,975651,4166400,630544,1164
1401,lazy sunday video,may      ,31,91,0,51,976265,6287160,36307,51
1402,lazy sunday video,may      ,31,91,0,51,976265,4986899,558921,51
1403,power rangers,may      ,28,88,19,53,984752,2492602,216431,1193
1404,power rangers,may      ,28,88,19,53,984752,4047224,448875,1193
1405,power rangers,may      ,28,88,19,53,984752,1965063,624165,1193
1406,power rangers,may      ,28,88,19,53,984752,877021,624165,1193
1407,power rangers,may      ,28,88,19,53,984752,877021,624165,1193
1408,mma submission videos,may      ,6,66,19,36,988109,1175714,78845,1176
1409,lazy sunday snl,march    ,26,25,0,17,994227,6409829,78617,17
1410,lazy sunday snl,march    ,26,25,0,17,994227,2691041,78617,17
1411,ryan dunn's tattoos,march    ,22,21,17,38,994674,4737816,349354,1058
1412,ryan dunn's tattoos,march    ,22,21,17,38,994674,4737816,349354,1058
1413,it's peanut butter jelly time,april    ,22,52,22,28,997584,4332190,196182,1348
1414,videos caseros cogiendo,may      ,25,85,7,56,1002649,5956826,76699,476
1415,smosh spoofs,march    ,29,28,19,11,1004059,2274821,399314,1151
1416,chaka khan,march    ,15,14,14,42,1013730,3170544,137529,882
1417,mountain dew shark commercial,march    ,18,17,14,4,1012107,1114570,609645,844
1418,mountain dew shark commercial,march    ,18,17,14,4,1012107,5809367,609645,844
1419,wwe hazing video,march    ,15,14,8,9,1015010,3883766,632418,489
1420,rick kunkler,april    ,21,51,23,44,1016506,2902510,145716,1424
1421,derek roddy lessons,may      ,2,62,22,14,1039063,3647950,4814,1334
1422,car rims,april    ,22,52,11,3,1041084,3317362,507250,663
1423,jennifer nettle,march    ,27,26,13,45,1047863,2664109,289826,825
1424,don miranda,march    ,3,2,2,20,1047036,4156523,584695,140
1425,cheri dennis i luv u,march    ,30,29,16,24,1058950,4317345,146146,984
1426,philly rap dvds,may      ,27,87,7,13,1060927,3328105,170110,433
1427,real ninjas,march    ,20,19,8,2,1065043,4635112,197184,482
1428,goggle me,may      ,13,73,6,25,1075523,1883164,314502,385
1429,high fidelity degrassi,april    ,14,44,22,18,1082611,3092795,127857,1338
1430,muscleman biceps,may      ,18,78,16,35,1084711,3333547,585481,995
1431,muscleman biceps,may      ,18,78,16,35,1084711,5117841,585481,995
1432,ultralite parachute system,march    ,28,27,21,34,1084867,6575160,87901,1294
1433,rexall sings the anthem,may      ,3,63,18,48,1084281,4286018,429365,1128
1434,brenda at myspace,may      ,6,66,14,58,1087354,6869186,89113,898
1435,brenda at myspace,may      ,6,66,14,58,1087354,6869186,89113,898
1436,juan de la cruz band tagalog song samples,may      ,16,76,7,33,1087568,2319314,254605,453
1437,funny short skit,may      ,7,67,14,4,1093539,214765,644364,844
1438,star jones joy behar,may      ,23,83,9,36,1074893,4633062,232896,576
1439,susquenita cheerleading,april    ,3,33,11,47,1104758,6061162,476982,707
1440,vince young high lights texas,may      ,16,76,1,34,1104239,4143959,453648,94
1441,minds of mencia,april    ,1,31,20,54,1107936,4282801,573738,1254
1442,satan's crypt,march    ,10,9,17,40,1108199,6003262,101714,1060
1443,female bodybuilder for muscle posing sessions,march    ,31,30,6,36,1114336,114797,24547,396
1444,sugar hill gang dance apache music video,may      ,27,87,19,19,1116491,2335383,166180,1159
1445,aaa jpop,march    ,5,4,14,26,1120475,3958288,299684,866
1446,www.broadcatyourself.com,march    ,17,16,9,7,1133909,5386200,142004,547
1447,mokona dance,march    ,22,21,1,45,1138971,1815256,104269,105
1448,download gypsy mc by jason mraz,may      ,1,61,11,58,1152165,4362327,394752,718
1449,cassie's,may      ,11,71,11,42,1150359,4976614,365549,702
1450,teddy john from 8th & ocean,march    ,22,21,21,46,1152616,2377237,343976,1306
1451,lilrob.com,march    ,11,10,8,2,1159854,1587775,174632,482
1452,sid vicious broken leg,march    ,15,14,12,17,1162567,4867292,128005,737
1453,andrea rincon,may      ,28,88,11,16,1165636,2719896,260208,676
1454,andrea rincon,may      ,28,88,11,16,1165636,2719896,260208,676
1455,andrea rincon,may      ,28,88,11,16,1165636,5291043,326198,676
1456,andrea rincon,may      ,28,88,11,16,1165636,5045679,415741,676
1457,andrea rincon,may      ,28,88,11,16,1165636,5513692,314762,676
1458,laurenlondon,april    ,14,44,20,52,1170925,1753260,121508,1252
1459,butts,may      ,28,88,3,28,1175159,4632399,488526,208
1460,boy meets world myspace,april    ,21,51,23,4,1190895,2712992,282051,1384
1461,boy meets world myspace,april    ,21,51,23,4,1190895,1051466,282051,1384
1462,sexy,april    ,16,46,20,17,1197141,2236941,231839,1217
1463,dave elvis boyle,april    ,30,60,11,55,1201332,2515919,115683,715
1464,www.rickyullmanonline.net,march    ,14,13,16,10,1202899,1937388,260768,970
1465,black boy cusses out japanese woman,may      ,21,81,12,19,1202523,6522035,284014,739
1466,catfighting girls to talk to,march    ,3,2,6,52,1205496,4615024,562707,412
1467,catfighting girls to talk to,march    ,3,2,6,52,1205496,4615024,562707,412
1468,catfighting girls to talk to,march    ,3,2,6,52,1205496,4615024,562707,412
1469,white house correspondents association,march    ,25,24,15,48,1207354,3441046,189352,948
1470,lifes gonna suck love hina,march    ,9,8,8,39,1210702,6226689,83025,519
1471,rickson video,may      ,21,81,20,41,1213796,1883863,563482,1241
1472,jessica alba nackt,april    ,9,39,1,50,1213799,3613365,35692,110
1473,natasha wood piano,march    ,26,25,5,38,1215748,283043,160259,338
1474,pokemon music video,march    ,6,5,10,49,1230649,147398,464657,649
1475,red white & blue airforce,march    ,18,17,17,45,1234450,1546002,299829,1065
1476,gino the guinny,march    ,6,5,23,15,1234835,1607356,394493,1395
1477,napoleon dynamite spoofs,may      ,15,75,20,18,1234948,5089450,239995,1218
1478,carpenters videos,march    ,21,20,1,3,1235350,1288633,82906,63
1479,real simpson show,march    ,15,14,17,39,1245057,4543819,614286,1059
1480,pictures of group pretty ricky half naked,march    ,17,16,2,26,1244545,2691886,573021,146
1481,where can i watch red hot chili peppers,april    ,22,52,1,2,1243936,1267727,650343,62
1482,selena spice,april    ,30,60,19,37,1243640,3492112,476916,1177
1483,selena spice,april    ,30,60,19,37,1243640,3492112,476916,1177
1484,selena spice,april    ,30,60,19,37,1243640,3783134,548365,1177
1485,where hot women go for a vacation,march    ,23,22,23,55,1243733,5347209,273692,1435
1486,andrea rincon nude videos,april    ,13,43,9,6,1250862,1020216,76175,546
1487,hyuga neji,may      ,21,81,22,48,1250053,4736373,471783,1368
1488,chuck noriss,march    ,4,3,18,7,1249757,5438518,145295,1087
1489,x men 3 after the credits,may      ,8,68,2,13,1253909,3867756,284609,133
1490,tribute to 9-11 canines,april    ,9,39,15,20,1215862,1599720,513790,920
1491,tribute to 9-11 canines,april    ,9,39,15,20,1215862,2863382,513790,920
1492,inuyasha and kagome porn,april    ,21,51,17,58,1274890,3887622,381531,1078
1493,j geils,april    ,10,40,18,5,1282762,5628172,633318,1085
1494,don't worry be happy,april    ,5,35,9,56,1287606,583710,593442,596
1495,elliott yamin,march    ,6,5,15,47,1288614,5217429,154603,947
1496,fart brazil upload,april    ,9,39,12,52,1290447,116144,184212,772
1497,lezbo,april    ,27,57,1,32,1293124,3462657,87132,92
1498,chris bliss,april    ,18,48,22,21,1292719,6616086,652808,1341
1499,chris bliss,april    ,18,48,22,21,1292719,3582811,129800,1341
1500,chris bliss,april    ,18,48,22,21,1292719,206861,31038,1341
1501,chris bliss,april    ,18,48,22,21,1292719,4957393,317037,1341
1502,chris bliss,april    ,18,48,22,21,1292719,1424155,381955,1341
1503,chris bliss,april    ,18,48,22,21,1292719,1963518,2955,1341
1504,chris bliss,april    ,18,48,22,21,1292719,1963518,2955,1341
1505,chris bliss,april    ,18,48,22,21,1292719,2885313,2955,1341
1506,chris bliss,april    ,18,48,22,21,1292719,1927637,338593,1341
1507,chris bliss,april    ,18,48,22,21,1292719,4449855,49088,1341
1508,chris bliss,april    ,18,48,22,21,1292719,2975364,65547,1341
1509,chris bliss,april    ,18,48,22,21,1292719,738717,236045,1341
1510,chris bliss,april    ,18,48,22,21,1292719,3015297,624710,1341
1511,chris bliss,april    ,18,48,22,21,1292719,1238520,45814,1341
1512,male spanking male,may      ,5,65,9,41,1297527,2684362,187446,581
1513,mr meaner wrestler,april    ,23,53,12,43,1302896,5827627,349058,763
1514,chamillionaire,march    ,25,24,8,42,1308597,2380217,407907,522
1515,nikki dial,april    ,13,43,18,58,1311741,2810179,515414,1138
1516,big man from broklyn,march    ,4,3,2,41,1316198,3316509,25675,161
1517,masturbating cat,april    ,11,41,19,50,1319740,3831277,574379,1190
1518,sailor neptune the most powerful of the outer scouts,march    ,20,19,13,57,1348125,4380072,365339,837
1519,cyssero,april    ,12,42,22,3,1356433,4126235,246987,1323
1520,cyssero,april    ,12,42,22,3,1356433,4126235,246987,1323
1521,chuck norris facts,april    ,6,36,14,35,1359714,3456726,557932,875
1522,general public tenderness,march    ,10,9,2,3,1360011,5187891,217422,123
1523,trivium - like light to the pies,may      ,3,63,17,2,1360300,5921933,238641,1022
1524,porn star menage,may      ,3,63,10,52,1361810,2020254,262442,652
1525,japanese girl,april    ,29,59,23,16,1365834,957440,233639,1396
1526,japanese girl,april    ,29,59,23,16,1365834,3818082,203101,1396
1527,partial nudity,march    ,19,18,19,35,1371214,889270,110905,1175
1528,dancehall queen competition,march    ,8,7,1,19,1380803,704079,409648,79
1529,brb blink 182,april    ,22,52,11,12,1394608,3579092,644594,672
1530,rape footage,may      ,30,90,10,16,1398352,2070478,490654,616
1531,2004 one tree hill charity games,april    ,18,48,10,56,1404259,4519760,167783,656
1532,the sylvers,april    ,21,51,19,40,1407152,5967404,137529,1180
1533,nude philippines 2006,may      ,27,87,8,49,1413164,5507471,102525,529
1534,fat pat tops drop music video,may      ,23,83,12,47,1413713,4530255,585991,767
1535,b5videos,may      ,21,81,22,39,1416504,2470982,475930,1359
1536,b5videos,may      ,21,81,22,39,1416504,3313825,475930,1359
1537,b5videos,may      ,21,81,22,39,1416504,3313825,475930,1359
1538,runescape pking,march    ,22,21,10,6,1406657,3602998,414367,606
1539,phillip anselmo,april    ,5,35,9,8,1419513,1040676,33884,548
1540,yellow version sex scene with ash and misty,march    ,25,24,1,41,1436126,5368803,564719,101
1541,chad michael shirtless,may      ,27,87,13,19,1436148,3731901,240334,799
