Title	Video ID	Published At	Description	View Count	Like Count	View-Like-Ratio
When you get too fat...	E5RoCfqJ1YU	2006-05-21T01:04:06Z	Fat bloke prank. Fat bloke walks through the park and 'accidently' falls over .. never being able to stop rolling down the pathway.	24880	33	0.001326366559
D/Hr - All About Us	0bEnTGIulow	2006-03-15T18:51:33Z	Well, I was really pleased with how this video ended up! Its about D/Hr...they are going out with each other but Harry & Ron don't ...	24677	181	0.007334765166
Thomas Lang @ MEINL Drum Festival 2005 part IIIc	i8Z5IxwPzxI	2006-05-16T13:04:24Z	Thomas Lang playing at the MEINL Drum Festival 2005 - Live on stage!	24487	47	0.001919385797
Paraworld Northland Trailer	f1HQVUtkSYA	2006-03-10T10:41:37Z	The Paraworld features five different climatic settings. The Northland, home of the Norsemen, is one of them.	24358	41	0.001683225224
Johnny Rabb @ MEINL Drum Festival 2005 part IV	u523TgOigOU	2006-05-17T06:01:23Z	Johnny Rabb playing at the MEINL Drum Festival 2005 - Live on stage!	24236	53	0.00218682951
Ninja Shirt Folding!	OI0kDZCGhHE	2006-04-04T08:10:49Z	Fold your t-shirt in 3 steps!	24107	208	0.008628199278
Typhoon (KOREA) - Trailer	zmNH_BRHNnQ	2006-04-26T21:35:11Z	Action thriller, starring Jang Dong Gun. Visit http://www.loveasianfilm.com.	24005	63	0.002624453239
TheUnseenVideo - Augsburg	ZY-Y-qlYjhU	2006-05-07T20:59:02Z	http://www.theunseenvideo.com.	23675	35	0.001478352693
Brazilian Jiu Jitsu | Harris Academy Highlights 2003 | Academy Archives | ROYDEAN.TV	X9yYHaEOA0Q	2006-03-16T06:04:25Z	Roy Dean is a world class martial artist and acclaimed instructor, with black belts in Kodokan Judo, Aikikai Aikido, Seibukan ...	23553	35	0.001486010275
A Bittersweet Life Fantrailer by Termi of Shaolinproductions	5F_1-GgdH_A	2006-05-19T09:27:36Z	This is a first Fantrailer by Termi/AB for the korean movie A Bittersweet Life / Dalkomhan insaeng ...	23503	86	0.003659107348
Trailer ITALIAN SUD EST - 2003	4EjhZPgWi94	2006-04-27T15:14:25Z	2003 Italy. Salento. Twenty out-of-the-ordinary characters travel across the Lecce province by train on the Sud Est, the local line ...	23499	61	0.002595855143
Village Elves	BB4PxWCucs8	2006-05-11T12:22:47Z	Gayness to the extreme.	23453	122	0.005201893148
barbara morgenstern: the operator	p2FcfIV-ra0	2006-05-03T11:51:17Z	video by kolja kunt der star des animierten clips ist eine barbara-morgenstern-anziehpuppe, deren reise durch bunte ...	23437	78	0.003328070999
Secondsmile - Astronauts	1dP1kHUdvk0	2006-05-31T12:20:20Z	Promo video for new Secondsmile single, Astronauts. Taken from the debut album 'Walk Into The Light And Reach For The Sky', ...	23354	96	0.004110644857
Deadrising Trailer	rwireah0Igg	2006-05-08T20:42:57Z	Deadrising Trailer.	23005	18	0.0007824386003
Paraworld Jungle Trailer	rw9eXQfdSIg	2006-03-10T11:09:04Z	Paraworld features 5 different climatic settings. The Jungle - warm, humid and full of all kinds of dangerous animals - is one of ...	22963	37	0.001611287724
Weird Zul'Farrak Glitch	v698tKipjO8	2006-04-08T16:10:32Z	We were running ZF on draenor and just after the cave boss came across an odd glitch.	22861	48	0.002099645685
Motley Crue - Solo & Dr.Feelgood	zvJOLdYaZp4	2006-05-07T08:40:54Z	Nikki Sixx's solo followed by Dr.Feelgood on the Carnival of Sins DVD.	22710	103	0.00453544694
Naruto Evolving Team 7 Tribute - Nemo	TKNLna3_ozM	2006-03-18T21:20:02Z	Yet another of my fave Naruto videos(I'll likely only do one more after this) a tribute to team 7 to Nightwish's Nemo, awesome song ...	22118	220	0.009946649788
TAKE THE LEAD Trailer - DJ 2nd Nature Remix	Y1OTz7S_Cfs	2006-03-29T22:25:28Z	Trailer remixed by DJ 2nd Nature...	21769	31	0.001424043364
Antennas - Always On My Mind (Official Video)	cpm3o5t1Y_A	2006-05-28T11:47:51Z	The video for Antennas single Always On My Mind is the ever present tale of lost love and not being able to forget. The songs ...	21725	76	0.003498273878
Dominic Monaghan on the Late Late Show	MRZpRKdzYBw	2006-04-19T07:23:21Z	Manny Monaghan denies his involvement with his employer Craig. :)	21672	150	0.0069213732
barcelona	i9NTw3MYkBU	2006-05-23T21:50:54Z	barcelona.	21572	16	0.0007417022066
NCIS -  Kate &Tony - A woman´s work	nPyIgHVh56U	2006-03-26T22:46:53Z	NCIS Kate und Tony Kate Bush mit A woman´s work http://www.ncis-art.de.	21558	91	0.004221170795
German Myotismon	nMH4CiV4nis	2006-05-17T12:57:02Z	From Season one Ep35 of Germany's digimon episodes... Myotismon's German VA Bernd Schrammm (sadly died last years.	21362	67	0.003136410448
cornelius & kouichirou tsujikawa -eyes	fPvLD6M9nI4	2006-03-18T09:55:52Z	expelimental.	21113	130	0.006157343817
Rantoboko - Live In Harare (Official Live Acoustic Music Video)	FZfoPNJweTY	2006-05-31T09:56:14Z	Directed by Simon Klose. Rantoboko - Urban Africa (2005) soon available on Apple Music, Spotify, Amazon, Deezer, Tidal and ...	21037	100	0.004753529496
Simon V - Keep The Faith  (Official Video)	ZhEz_zwpAfs	2006-04-20T13:04:20Z	Download on Bandcamp: https://simonv.bandcamp.com/ Stream or download 'Keep The Faith' on Spotify: ...	20690	126	0.006089898502
Demon - in the park	yQUzsQ9f9v0	2006-05-05T17:49:53Z	rnb music video.	20453	77	0.003764728891
Tomb Raider: Legend finale (German)	iaqnjWWnWgs	2006-05-30T15:29:26Z	The finale of Tomb Raider: Legend in German.	20058	124	0.006182071991
Sonic The Hedgehog Trailer	naFyTowLDJs	2006-05-08T19:03:00Z	Sonic The Hedgehog Trailer.	19886	45	0.002262898522
Reaching Quiet - Slow Polaroid	rUYm3dpRw40	2006-04-18T03:37:17Z	Music video for Slow Polaroid by Reaching Quiet. Directed by why?. From the album In The Shadow Of The Living Room on ...	19866	121	0.006090808416
NME.MINE Out of envy	O_c_zPKnW0w	2006-05-30T18:17:50Z	taken from the album LIFE WITHOUT WATER on ETB/Roadrunner Records Director: Philipp Schuster|eneme.de.	19585	76	0.003880520807
Thomas Lang @ MEINL Drum Festival 2005 part IIId	QrDT9CBdLBw	2006-05-16T13:18:40Z	Thomas Lang playing at the MEINL Drum Festival 2005 - Live on stage!	19476	26	0.001334976381
X - All That Could Have Been	UVk49smt92g	2006-05-03T04:51:31Z	An exploration of the relationship between Subaru Sumeragi and Seishirou Sakurazuka, from Tokyo Babylon through the X TV ...	19342	203	0.01049529521
Ren Tao- Beat It	MmbrO3yA2K4	2006-04-01T05:24:27Z	R.I.P Michael Jackson June 25, 2009 I have no idea why i post this. Its not made by me so yep yep. I like the song and thats my ...	19340	176	0.009100310238
Um Jammer Lammy - Now Wait a Minute! Who is That?	T4qSpYe15QE	2006-04-14T04:43:48Z	Here we have Lammy running late to her first gig...oh no! Already? Geez! Watch and see what happens.	19238	61	0.003170807776
a prairie home companion	MojflGEqd2I	2006-03-14T23:00:07Z	a prairie home companion.	19235	40	0.002079542501
Haku LIVE: Yubaba is a Bitch	DF8HhaVvkEs	2006-03-20T02:43:49Z	One of my favorite of the AMVs I've created. Wherever I show this one, it seems to be a crowd-pleaser. Done to Kyle's Mom is a ...	18705	225	0.01202886929
The Da Vinci Code Game Trailer	ymJp3LkCQCY	2006-05-05T16:23:58Z	The Da Vinci Code Game Trailer.	18503	58	0.003134626817
Red Faction | pre ZDN (classic)	9lmrtUIJm_M	2006-05-15T18:46:41Z	Comment: pre video in super bad quality and awful effects for the community events ZDN playing custom maps for Red Faction ...	18476	72	0.003896947391
Thomas Lang @ MEINL Drum Festival 2005 part IIIf	HQvvmqZiK6E	2006-05-16T13:33:56Z	Thomas Lang playing at the MEINL Drum Festival 2005 - Live on stage!	18404	43	0.002336448598
Ranma 07 07 part 3	F2upxexMQB4	2006-05-28T17:50:15Z	Shampoo's Cursed Kiss.	18178	97	0.005336120585
K1X, Sierra Leona	bI6yc6Cvw6c	2006-05-26T11:02:34Z	K1X en Sierra Leona.	18147	51	0.002810381881
In Memoriam - An Everwood Music Video	i416Oaq8OFQ	2006-05-26T22:42:47Z	Music video about the story of Colin Hart from the TV show Everwood (2002-2006), set to the song Cathedrals by Jump, Little ...	18091	96	0.005306505997
Lordi - Squirrels At Night	kJc2KuF9mOA	2006-05-28T13:34:09Z	Lordi - They Only Come Out At Night featuring three squirrels No animal were harmed during the production ;) The squirrels are ...	18086	93	0.005142098861
Thomas Lang @ MEINL Drum Festival 2005 part IIIe	fKVmw414LYA	2006-05-16T13:25:56Z	Thomas Lang playing at the MEINL Drum Festival 2005 - Live on stage.	17935	50	0.002787844996
Sakura's hopeless fight	Y2uTaQCDBWs	2006-03-30T23:17:29Z	My first AMV Its about Sakuras fight in the seccond chounin exam.	17838	56	0.0031393654
OTH - Cheerleader Tryouts	4LR5ksUGqug	2006-05-14T18:55:03Z	Brooke and Peyton host the tryouts.	17790	87	0.004890387858
Confession - Hashimoto Miyuki	2DehunGR7Jk	2006-05-07T16:35:11Z	Opening from the Bishoujo Game Majipuri - Wonder Cradle (TRIAL Edition).	17693	77	0.004352003617
super monks	J0BV1lE0_Fc	2006-05-20T14:43:21Z	nice cartoon.	17370	36	0.00207253886
A Love That Was Not Meant to Be - (Harry/Cedric)	wedmOFGGkE4	2006-04-03T21:25:27Z	After Cedric's death, Harry reflects on their love. Slash - if it offends you, do not watch.	16739	155	0.009259812414
Frank Zander Show Opener Live	B3ZRVv4-cFI	2006-05-23T15:16:55Z	Frank Zanders Live-Show Opener. Eine Zusammenschnitt aus 30 Jahre Showbiz ! Von der Plattenküche über Frankenstein, von ...	16716	26	0.001555396028
Planescape Torment Intro	HRLHPF6poHc	2006-04-22T00:56:06Z	The Intro of one of the best Games ever.	16604	56	0.003372681282
Laurentianer	VNVgi70Ygm4	2006-04-15T10:57:17Z	The stallion Laurentianer{v. Lauries Crusador} as young horse with Marlies v. Baalen.	16465	17	0.001032493167
Naruto: Shikamaru like a cloud [Low Rider]	GqUPYrmMKd8	2006-04-08T23:54:54Z	Have a look at my fun AMV about Shikamaru and his point of view. I like the ending.^^	16430	121	0.007364576993
KKND Intro Video German	UXBl01ftj7s	2006-05-01T21:34:55Z	The full intro video of Krush Kill'n Destroy with the german speaker. Recorded via S-Video and two computers a long time ago.	16256	37	0.002276082677
love hina - mortal combat remix	IsON94xzvMI	2006-03-16T05:24:54Z	love hina with mortal combat remix by adolfo alvarado.	15913	112	0.007038270596
Sasuke Falls - Naruto + Star Wars AMV	wvYkmcPL5rA	2006-05-29T12:35:16Z	Naruto + Star Wars AMV.	15739	180	0.01143655887
I*m gay - Imagine me & you	OAyw5ZNPJ2E	2006-04-21T18:32:30Z	A short scene of the movie...	15568	63	0.00404676259
The Mountaintops	jnqGKPjPIao	2006-05-01T11:20:37Z	Danielle de Picciotto drew the illustrations for the visuals of Mountains Of Madness with music by the Tiger Lillies and Alexander ...	15321	87	0.005678480517
Kelso Brothers Skatepark Edit	RWE1L8YI-YA	2006-04-27T20:50:05Z	bought you by: Genre Wheels www.rollernews.com.	15295	55	0.003595946388
Lightning Bolt - Saint Jacques	wW2UNNKollo	2006-05-18T04:44:09Z	Lightning Bolt - Saint Jacques.	15252	73	0.00478625754
Final Fantasy VIII Opening	JxFS0LfIB0o	2006-05-04T01:43:35Z	This is the opening for Final Fantasy VIII, I hope you enjoy.	15230	43	0.002823374918
Taking Over Me - Yuna's Song	_we95_7RldE	2006-03-07T02:36:59Z	Final Fantasy music video using clips from FFX and X-2 set to the song Taking Over Me by Evanescence. This is by far my most ...	15057	135	0.008965929468
brokeback mountain one moment more	SQSZGMu59Y0	2006-03-06T04:51:41Z	music video to mindy smiths song one moment more	15003	88	0.005865493568
Sasuke's Sickness	KoM8f2XUfjY	2006-03-20T09:51:41Z	Sasuke doing whatever it takes to one day defeat his brother.... but first he has to go through Naruto... set to Disturbed Down With ...	14998	109	0.007267635685
Shadow Hearts - Bring Me To Life	lKod8_gsoEo	2006-03-22T12:53:32Z	My second Shadow Hearts/Covenant AMV. For this one I used the song Bring Me To Life by Evanescence, because I thought it ...	14993	87	0.00580270793
N Luciu ex. 5 piept	gLtO7INXLK0	2006-03-17T18:26:35Z	fitness workout chest.	14951	12	0.0008026218982
Dancing Blade - Katteni Momo Tenshi [Episode 1]  4/4	_PGWdWXGUrQ	2006-04-20T21:23:41Z	Name : Dancing Blade Katteni Momo Tenshi Info : Episode 1 - part 4 of 4 Audio : Japanese Subs : No subtitles Please rate the ...	14926	25	0.001674929653
AMV - Record of Lodoss War - Lord of the rings - Intro	D__S6FKc-GA	2006-05-22T20:43:23Z	A BRILLIANT parody! Just watch!!! Ähm yeah... not made by me ;-;	14917	125	0.008379701012
Sakura and Ino (chibi)	UZUCrsv15Qo	2006-05-17T04:15:03Z	It's a video about the little Sakura..and Ino. I was bored and then I make it. It makes funy :D Enjoy it!!	14773	115	0.007784471671
Dancing Blade - Katteni Momo Tenshi [Episode 2]  1/3	uED-YR9RI38	2006-04-20T22:27:45Z	Name : Dancing Blade Katteni Momo Tenshi Info : Episode 2 - part 1 of 3 Audio : Japanese Subs : No subtitles Please rate the ...	14731	25	0.001697101351
Rip. Mix. Burn.	K0ZWuhcM7t4	2006-03-20T15:17:37Z	Apple iLife advertisement.	14663	48	0.003273545659
Darkstar One Trailer	VtTH8d4Q4DI	2006-05-09T08:43:57Z	Darkstar One Trailer.	14482	10	0.0006905123602
Maria-sama ga Miteru ~Haru~ ni wa Naisho 1	gF46SjS33PE	2006-03-20T00:01:37Z		14335	48	0.003348447855
Paraworld Savannah Trailer	jbwXqz1_qHI	2006-03-17T13:48:01Z	Paraworld features five different settings. The Savannah, home of the Dustriders, happens to be one of them.	13937	36	0.002583052307
Rage	knywRH_gwBc	2006-05-07T19:02:45Z	Elliot Stabler video.	13845	56	0.00404478151
Ranma 1/2 Season3 intro	6o-pU5JC9G0	2006-03-17T03:23:16Z	Ranma 1/2 season 3 intro(my second favorite) I found this on www.retrojunk.com.	13788	49	0.003553814912
[MOVIE] Ode to Garimto by Retuh	Pg2N0NVhgWQ	2006-03-26T19:00:30Z	In case you're wondering who Retuh is you might want to take a look at his MyMYM Profile, besides finding a list of his quite ...	13724	38	0.002768872049
Naruto-Duality	ZXNYI7NTOcE	2006-04-22T22:08:23Z	Just some fight scenes from Naruto. Mainly it's just Naruto and Sasuke. Yes, this is the first real AMV I'm posting ^__^ Music: ...	13715	84	0.006124681006
The Path	omIwUnrvdNE	2006-03-02T20:55:27Z	Hi! This is my second music video. It's dedicated to Harry and Draco again. Please read the songtext: Him - The Path There is no ...	13667	75	0.005487671032
Hind Afghanistan AAR 01	4_mkwgdNaMA	2006-03-15T22:19:44Z	Bombing mission.	13552	54	0.003984651712
WHO DA RUMP WITH	_gVGSgBhKVo	2006-03-04T05:55:04Z	Jah Mason music video directed by Jay Gira.	13484	9	0.0006674577277
Kein Plan	KQPsPlR1e2U	2006-04-24T23:39:52Z	This is a video clip which was made for a course in university. It was made with stop motion technique and lego bricks. There is a ...	13411	80	0.005965252405
Blond and a mobile phone	BOnpuN-gFUM	2006-05-20T16:47:50Z	Blond and a mobile phone.	13301	5	0.0003759115856
Kingdom Hearts: Before I Forget	x-rzSQuYbr4	2006-04-25T16:05:11Z	One of my better videos i think.	13294	77	0.005792086656
Anime Videos	YKC1ViwfwH4	2006-04-05T14:42:13Z	Hi! a video by me with different anime's ^^ I hope you'll like it! Cascada- How do you do.	13287	76	0.005719876571
Levis midsummer	uqpKZ9cjWRQ	2006-05-30T19:02:52Z	Levis commercial with Joshua Alba (Jessica's brother)	13238	38	0.002870524248
gilmoregirl 6:22[part 12]	30-UO-oAY1U	2006-05-12T05:47:22Z	gilmore gilrs season 6.. a beaver ate my thumb.	13233	46	0.00347615809
BEST DEVIL MAY CRY 3 FAN MOVIE	BG18W3C6ZlU	2006-05-07T07:41:00Z	topic... the one that made this has skillz... COMPLETE AWESOMENESS... hope he makes more...	12976	70	0.005394574599
Kitten Moon	cwpwQy-SFNY	2006-05-25T19:29:06Z	Fluke - Kitten Moon Battle in outer space. Images from Sierra - Homeworld2 PC game. Music by Fluke - Kitten Moon.	12960	78	0.006018518519
Dragonball Intro	bzI2E6s29PM	2006-05-29T19:21:42Z	Mexican Intro.	12663	30	0.002369106847
E3 2006:Nintendo Wii Trailer part 2	GudZaHvOdOg	2006-05-09T21:37:52Z	This trailer shows more games for the Nintendo Wii.	12632	19	0.001504116529
Final Fantasy XI	moHGeE81Y0c	2006-04-06T19:13:20Z	On my ongoing quest to do a video for Final Fantasies VII-XI, I finished my most recent installment, a Tribute to XI. Since there ...	12599	42	0.003333597905
Psychokinetics - The Vault  Music Video	_R0BFMCupP0	2006-03-07T05:45:01Z	Amazing video from the veteran Bay Area Hip hop crew! Featuring incredible anime from Japan and on-point direction from the ...	12574	75	0.005964689041
Here comes the Sun	Tn6s_esCCww	2006-04-14T22:20:41Z	Music video for Rammstein's 'Sonne' using clips from Hellsing. I posted this once before but, due to compression errors, the music ...	12559	82	0.00652918226
Vote For Pedro Dance	HnDR4DVkGYA	2006-04-28T21:23:56Z	Napoleon Dynamite Dance remake.	12548	35	0.00278928913
Big Racket (Enzo Castellari) - Trailer	YYXA54x0huc	2006-04-10T06:23:46Z	Big Racket (Enzo Castellari) - Trailer.	12518	26	0.002077009107
Benny Greb @ Musikmesse Frankfurt 2006 pt. II	3ARzzLltLBE	2006-05-17T07:07:04Z	Benny Greb playing at the Musikmesse in Frankfurt - Live on stage!	12469	32	0.002566364584
WoW edited Intro by Nighti	ujEYCjpqTmo	2006-05-12T22:58:12Z	This is my first self edited video :D.	12446	69	0.005543949863
Kleid aus Rosen	Lm9Y5CdaNu4	2006-05-20T21:03:58Z	Ein Saga of Ryzom Video, zum Subway to Sally Song : Kleid aus Rosen.	12265	46	0.00375050958
Hiss	DBB4BE_W9Mc	2006-05-20T23:55:09Z	a left-field look at the recording process by Jamiroquai keyboard player Matt Johnson.	12140	187	0.01540362438
Cooler Paulaner Werbespot mit Kahn	NrYZt0muSzw	2006-05-20T17:29:00Z	Cooler Paulaner Werbespot, in dem Oli Kahn sich durch einen Witz in bezug auf den Torwart-Platz bei der WM selber auf Schippe ...	12081	20	0.001655492095
Berliner Zeitung Spot	ErvM7X1Eg2Q	2006-04-13T08:08:28Z	Nice advertisement for a berlin newspaper.	11975	37	0.003089770355
Harry & Hermione's love	c_HNlGht_co	2006-04-02T00:36:01Z	Hello, my name's Edgardo but I go by Jay-r. This is my 2nd music video and it is about Harry and Hermione's love for each other.	11934	90	0.00754147813
Call of Duty 3 Trailer	NuWRpwvYooU	2006-05-09T06:04:01Z	Call of Duty 3 Trailer.	11882	28	0.002356505639
1080 Avalanche - Trailer 3	PoAgy3y8KGA	2006-03-06T03:46:17Z	1080 Avalanche - Trailer 3.	11550	49	0.004242424242
DAOC - Hero	U438NkC83HQ	2006-04-04T06:45:00Z	Footage from Dark Age of Camelot, music by Bonnie Tyler.	11168	31	0.002775787966
balloon	j5KamksjI0k	2006-04-29T15:19:45Z	Icebear hunting a balloon.	11070	14	0.001264679313
Short YuGiOh Scene	wsZX86Jn_F8	2006-03-25T18:41:25Z	its the scene in which joey ignores mariks will and keeps the millenium puzzle instead of throwing it into the sea.	11035	90	0.008155867694
30. Bundesentscheid im Leistungspflügen	eGfT34HstUM	2006-05-04T07:48:19Z	30. Bundesentscheid im Leistungspflügen in Wöbbelin.	10995	11	0.001000454752
Darkwind, Asylum of Anguish	fNIv2CQLjT4	2006-03-08T20:08:04Z	An EverQuest raid in the final zone of Omens of War expansion, the Asylum of Anguish. By Vektrat, of Darkwind - I know it's laggy, ...	10984	41	0.003732702112
Chobits - Chii Acts Extremely Strange (Short/High Quality)	uLjqjTDAFpg	2006-05-05T02:55:49Z	This is a higher quality version of the original scene I uploaded yesterday. Its still heavily edited but not as much, its about 1 min ...	10886	54	0.004960499724
Disgroove - Comedown	k3DO9dME5jA	2006-03-17T16:18:27Z	Viedeo from the Band Disgroove	10811	28	0.002589954676
Hellsing- It's a wondeful night (THE REAL FINISHED VERSION)	y5l2Xqima5Y	2006-05-03T21:51:10Z	The Final version of my hellsing video, upgraded.	10783	54	0.005007882778
Fullmetal Alchemist AMV w. Simple Plan's Welcome to My Life	nW9h1XnZPHQ	2006-04-22T04:09:20Z	same as title. had limited clips from Cost of Living DVD, was just doing it to kill time. Done in about 4 hours due to fading interest in ...	10707	115	0.01074063697
Shin Megami Tensei: Devil Summoner	hR1mHHdAp48	2006-05-01T17:41:46Z	I found this great video on the website www.megamitensei.jp and here hey are ^^ enjoy it ^______^	10683	39	0.003650659927
Enojado - Vodka King	Bq-XAO-czBw	2006-04-21T20:45:03Z	Vodka King by Enojado taken from the Heavy Tools EP.	10587	34	0.003211485784
Ms. Lee Young-ae	4AT4X33zNKo	2006-03-17T09:17:47Z	Advertisement of Tea CF in China.	10548	26	0.00246492226
plemo nitzpipp	mXjy8oNh7PA	2006-03-11T17:49:44Z	elektro techno punk pop cpild be a destination. but in this video you can see that gnome who steels everything.	10539	38	0.003605655186
Crisis Never Ends Friends Like You	6_WV24Gd0CQ	2006-03-30T23:33:55Z	song from the album A Heartbeat Away released through Beniihana Records in march 2006. check: www.crisisneverends.de ...	10459	31	0.002963954489
Gute Freunde - Fred Adrett	uKzT74A41gY	2006-04-17T14:21:57Z	My necktie has a little fight with me... Get the music on http://www.popmusik.cd.	10350	34	0.003285024155
Titan Quest Test Video Pc Powerplay (ger) Part1	iZF0JVEdpK0	2006-05-31T23:27:54Z	Review Titan Quest German PC Mag Greeting Mr Flay.	10176	15	0.001474056604
Paranoia Agent	LHSe36-fiVQ	2006-05-22T05:47:01Z	Paranoia Agent AMV (Song: Flagpole Sitta, by Harvey Danger) **This video was created by: 0takuT0m, ...	10019	91	0.009082742789
Shikamaru...and some trouble	Qk05k6JD5aE	2006-03-31T18:43:20Z	For Kuryi ^_^	9992	71	0.007105684548
MNT Visits Troops in Kaiserslautern, Germany	KeFnfTaV-1o	2006-03-17T21:01:50Z	The U.S. Men's National Team visits U.S. troops during a trip to Kaiserslautern, Germany. Players get the chance to thank some of ...	9979	43	0.004309049003
Oh L'Amour (Brahma)	_GoPryDgbXI	2006-03-22T22:02:05Z	Argentinian TV commercial for a beer.	9931	18	0.001812506293
Rock Shock	_DgptPwNxTE	2006-03-25T20:24:03Z	Joel Lava's music video for Thomas Bangalter and Roy Davis, Jr.'s Rock Shock. Originally seen here: http://greentowel.com/	9911	42	0.004237715669
advent children/dirge of cerberus - black black heart	kAAI82PQvJs	2006-04-13T14:17:07Z	i know lyrics don't suit with images...but....pffff.	9745	56	0.005746536685
Restless Child	8RiXc3XFTu0	2006-05-20T22:06:23Z	A beautiful Video by my good friend Ema. :)	9696	53	0.005466171617
Dancing Blade - Katteni Momo Tenshi [Episode 2]  2/3	KzH0cWjwuGc	2006-04-20T23:39:56Z	Name : Dancing Blade Katteni Momo Tenshi Info : Episode 2 - part 2 of 3 Audio : Japanese Subs : No subtitles Please rate the ...	9677	18	0.001860080603
Homeshopping Extreme	hiuxHy9ltoU	2006-03-27T21:07:04Z	Here you can see what it can mean to make a live tv.	9576	14	0.001461988304
hinata-loosing grip	SW7zk8aYjvo	2006-04-22T06:44:43Z	This amv is faster than before (I worked hard for it, couldn't get any sleep without finishing it). PLEASE WATCH THIS!!! and review ...	9541	93	0.009747405932
Azumanga Daioh Gone Coo Coo Ka Chew!	zTnXWqyJbnY	2006-04-11T00:27:49Z	Okay, so it's been three years, and a lot of people don't seem to understand this video. In all honesty, I'm not quite sure why I had ...	9464	77	0.008136094675
decino_feat_RC-Sie_kennen_nicht	Gz1oLpZiTmw	2006-05-03T22:27:34Z	Rapvideo outa Ruhrpott/Germany.	9340	37	0.003961456103
Shenmue - Japanese Ad!	mM8rft4rfY0	2006-03-10T18:25:52Z	A Japanese advert for the original Shenmue game on Dreamcast... which in a perfect world every last one of you would have ...	9306	39	0.004190844616
Lucius - God Money	H3oGKjy3LoU	2006-05-04T02:43:10Z	A Lucius Malfoy video to Nine Inch Nails' Head Like a Hole. This is my first attempt at moving pictures, and I had a very limited ...	9276	55	0.005929279862
Otogi 2 - Raikoh vs Crimson King	FXASVFjBIdQ	2006-04-04T21:04:02Z	The most awesome fight in an action game begins like this. I hope they put Otogi 1 and 2 in the backwards compatibility list on the ...	9269	32	0.003452368109
You Aint Never Had a Friend Like Me	Ra24jPNK_tY	2006-04-06T03:39:27Z	I dunno, Its pretty much about Harry and all the different arguements and such with Ron and Hermione but they always become ...	9218	35	0.003796919071
Trash: Mother vs Son	Sl45yVUoZzw	2006-03-18T22:48:37Z	This was the very first cohesive short I ever made, and even now I'm still proud of it. The idea was that most parents and kids ...	9087	14	0.001540662485
Postal 2 (let the bodies hit the floor)	3QxVhl8gSQ0	2006-03-11T20:16:56Z	Just a video i made for fun, enjoy watchin it cos i enjoyed making it :D.	8910	20	0.002244668911
Becky's Dream (droversrun.web-log.nl)	qL_vYXaGzb4	2006-05-09T05:28:21Z	McLeod's daughters.	8749	35	0.004000457195
Are You Happy Now?- An Eowyn/Aragorn Music Video	YubYzUYfiZo	2006-03-14T00:23:27Z	Wow, this has got to be one of my best. It was in my mind forever, I just had to do it. No one really ever thinks of how pissed Eowyn ...	8563	62	0.007240453112
Tenchu Dark Shadow CM	gEKEPAFJ-4E	2006-04-25T13:02:13Z	tenchu dark shadow advert for the DS.	8555	28	0.003272939801
Schneider TM - Pac Man / Shopping Cart	aezuzIZlcHU	2006-05-26T08:35:02Z	The new video from Schneider TM! Slightly different version. Updated May 26th.	8501	28	0.003293730149
Dancing Blade - Katteni Momo Tenshi [Episode 1]  3/4	GkiGb2qYLgU	2006-04-20T21:28:48Z	Name : Dancing Blade Katteni Momo Tenshi Info : Episode 1 - part 3 of 4 Audio : Japanese Subs : No subtitles Please rate the ...	8478	19	0.002241094598
fandub cap 28 fma X3	3jpM01lQaO0	2006-04-08T20:27:28Z	este es uno de mis capitulos favoritos X3 aunq aqui no se distingue muy bien una voz de otra ;_; es lo que tiene trabajar sola T.T ...	8406	27	0.003211991435
Jadis	nxDtyO6Z9QA	2006-04-01T05:09:00Z	I just Finished and Uploaded the Remake which the link is here : http://www.youtube.com/watch?v=R9wPreQTQ04 So Enjoy!	8294	25	0.003014227152
Far away	0lnSEKTnQsI	2006-04-07T19:19:42Z	Jack/Sawyer music vid, Sawyer misses Jack, he was far away for far too long...	8220	48	0.005839416058
GT4 ONLINE  by SANDER	JQhxetDkp5k	2006-03-04T20:53:12Z	4 player online race on HighSpeedRing with Ansgar( A4 ),Sander(Astra),Zef(2nd Astra)and Setcaptain( CLK ) see more: ...	8150	12	0.001472392638
Red Faction | ZDN3 (classic)	n4fETPazc9Q	2006-05-15T19:54:02Z		7989	18	0.00225309801
Freelancer - German Intro	Vq9f3OvWv4M	2006-05-18T05:17:34Z	It´s the german intro video from the game Freelancer.	7986	42	0.005259203606
Ragnaros First Kill	N222-YOYiNk	2006-04-25T12:55:39Z	Our guilds first Ragnaros Kill.	7887	14	0.001775072905
Das Leben ist rot	MqFhijAtDnM	2006-04-26T21:14:23Z	lol*	7872	5	0.0006351626016
Rumbleball	IgdpegWBzNw	2006-04-22T20:34:58Z	My first One Piece AMV ^^ It´s Choppers Theme-Song Rumbleball mh, i´m proud on it ^^	7819	71	0.00908044507
Naruto DJ NEW	yoVvKVk6P3E	2006-03-07T01:12:13Z	HAHA i fixed the ending :P.	7803	56	0.0071767269
Dreamfall: The Longest Journey Opening	xbFxGUMXWBM	2006-05-20T00:37:26Z	This is one of the opening scenes to the adventure game Dreamfall for PC.	7724	36	0.004660797514
Forest Temple Glitch	gq-qsOETxcY	2006-03-27T17:15:12Z	Go through a wall in the Forest Temple.	7705	13	0.001687216093
